"city","state","price","amount","quality","date","ppg","state.name","lat","lon"
"Raleigh","NC",60,3.54,"high",2010-09-03,16.95,"North Carolina",35.797692,-78.625265
"Reno","NV",100,7.075,"high",2010-09-03,14.13,"Nevada",39.543941,-119.77497
"Reston","VA",60,3.54,"high",2010-09-03,16.95,"Virginia",38.831813,-77.288755
"Richland","WA",45,3.54,"medium",2010-09-03,12.71,"Washington",46.3148285,-119.300685
"Richmond","CA",35,3.54,"high",2010-09-03,9.89,"California",37.777208,-121.955399
"Richmond","VA",40,7.075,"medium",2010-09-03,5.65,"Virginia",37.524246,-77.493157
"Richmond","VA",400,28.3,"high",2010-09-03,14.13,"Virginia",37.524246,-77.493157
"Richmond","VA",60,3.54,"high",2010-09-03,16.95,"Virginia",37.524246,-77.493157
"Rochester","NH",60,7.075,"medium",2010-09-03,8.48,"New Hampshire",43.322372,-70.99184
"Rochester","NY",40,3.54,"high",2010-09-03,11.3,"New York",43.223213,-77.68132
"Rockport","ME",60,3.54,"high",2010-09-03,16.95,"Maine",44.180867,-69.09812
"Sacramento","CA",175,28.3,"medium",2010-09-03,6.18,"California",38.377411,-121.444429
"Saint Louis","MO",50,3.54,"high",2010-09-03,14.12,"Missouri",38.6531,-90.253045
"Saint Petersburg","FL",120,28.3,"low",2010-09-03,4.24,"Florida",27.8781165,-82.724763
"Saint Petersburg","FL",180,14.15,"high",2010-09-03,12.72,"Florida",27.8781165,-82.724763
"San Antonio","TX",60,3.54,"high",2010-09-03,16.95,"Texas",29.437532,-98.461582
"San Diego","CA",60,3.54,"high",2010-09-03,16.95,"California",32.998855,-117.02431
"San Diego","CA",50,3.54,"high",2010-09-03,14.12,"California",32.998855,-117.02431
"San Diego","CA",100,7.075,"high",2010-09-03,14.13,"California",32.998855,-117.02431
"San Francisco","CA",60,3.54,"high",2010-09-03,16.95,"California",37.784827,-122.727802
"San Francisco","CA",220,28.3,"high",2010-09-03,7.77,"California",37.784827,-122.727802
"San Francisco","CA",150,14.15,"high",2010-09-03,10.6,"California",37.784827,-122.727802
"San Francisco","CA",40,3.54,"high",2010-09-03,11.3,"California",37.784827,-122.727802
"San Francisco","CA",75,7.075,"medium",2010-09-03,10.6,"California",37.784827,-122.727802
"San Jose","CA",55,3.54,"high",2010-09-03,15.54,"California",37.189396,-121.723568
"San Rafael","CA",110,28.3,"medium",2010-09-03,3.89,"California",38.043529,-122.552665
"San Rafael","CA",110,14.15,"medium",2010-09-03,7.77,"California",38.043529,-122.552665
"Santa Barbara","CA",40,3.54,"high",2010-09-03,11.3,"California",34.40323,-119.848555
"Schaumburg","IL",70,3.54,"high",2010-09-03,19.77,"Illinois",42.0445175,-88.084636
"Seattle","WA",140,14.15,"high",2010-09-03,9.89,"Washington",47.543348,-122.30373
"Seattle","WA",40,3.54,"high",2010-09-03,11.3,"Washington",47.543348,-122.30373
"Seattle","WA",230,28.3,"medium",2010-09-03,8.13,"Washington",47.543348,-122.30373
"Silver Spring","MD",20,3.54,"high",2010-09-03,5.65,"Maryland",39.124244,-77.1359735
"South Holland","IL",80,28.3,"medium",2010-09-03,2.83,"Illinois",41.597472,-87.59909
"Springfield","MO",60,3.54,"high",2010-09-03,16.95,"Missouri",37.212639,-93.31297
"State College","PA",400,28.3,"high",2010-09-03,14.13,"Pennsylvania",40.887445,-77.805051
"Steamboat Springs","CO",50,3.54,"high",2010-09-03,14.12,"Colorado",40.502772,-106.87521
"Stillwater","OK",60,3.54,"high",2010-09-03,16.95,"Oklahoma",36.093665,-97.055141
"Studio City","CA",400,28.3,"high",2010-09-03,14.13,"California",33.965225,-118.346476
"Sunnyside","NY",110,7.075,"high",2010-09-03,15.55,"New York",40.743796,-73.91949
"Sutherlin","OR",40,3.54,"high",2010-09-03,11.3,"Oregon",43.397697,-123.27314
"Syracuse","NY",60,7.075,"medium",2010-09-03,8.48,"New York",43.038099,-76.16406
"Tallahassee","FL",60,3.54,"high",2010-09-03,16.95,"Florida",30.479347,-84.31961
"Tampa","FL",35,3.54,"medium",2010-09-03,9.89,"Florida",27.871964,-82.438841
"Tampa","FL",50,3.54,"high",2010-09-03,14.12,"Florida",27.871964,-82.438841
"Titusville","FL",80,28.3,"low",2010-09-03,2.83,"Florida",28.306726,-80.686159
"Titusville","FL",325,28.3,"high",2010-09-03,11.48,"Florida",28.306726,-80.686159
"Toms River","NJ",50,3.54,"high",2010-09-03,14.12,"New Jersey",39.975967,-74.23032
"Urbana","IL",60,3.54,"high",2010-09-03,16.95,"Illinois",40.109647,-88.21246
"Vestal","NY",110,7.075,"high",2010-09-03,15.55,"New York",42.1413095,-75.886625
"Virginia","MN",250,28.3,"high",2010-09-03,8.83,"Minnesota",47.583875,-92.4882535
"Virginia Beach","VA",55,3.54,"high",2010-09-03,15.54,"Virginia",36.837998,-76.048655
"Visalia","CA",50,7.075,"high",2010-09-03,7.07,"California",36.3405045,-119.265135
"Visalia","CA",100,7.075,"high",2010-09-03,14.13,"California",36.3405045,-119.265135
"Waterloo","IA",60,3.54,"high",2010-09-03,16.95,"Iowa",42.471652,-92.3168275
"Waterloo","IA",400,28.3,"high",2010-09-03,14.13,"Iowa",42.471652,-92.3168275
"Waterloo","IA",220,14.15,"high",2010-09-03,15.55,"Iowa",42.471652,-92.3168275
"West Babylon","NY",55,3.54,"high",2010-09-03,15.54,"New York",40.8207875,-72.997684
"West Covina","CA",50,3.54,"high",2010-09-03,14.12,"California",34.042178,-117.918835
"West Lafayette","IN",380,28.3,"high",2010-09-03,13.43,"Indiana",40.424923,-86.916215
"West Lafayette","IN",60,3.54,"high",2010-09-03,16.95,"Indiana",40.424923,-86.916215
"Windsor","CT",40,3.54,"high",2010-09-03,11.3,"Connecticut",41.86847,-72.7004055
"Woodbridge","NJ",100,7.075,"high",2010-09-03,14.13,"New Jersey",40.557104,-74.28316
"Worcester","MA",100,7.075,"high",2010-09-03,14.13,"Massachusetts",42.279451,-71.82562
"Yonkers","NY",100,14.15,"medium",2010-09-03,7.07,"New York",40.9500355,-73.87055
"Chicago","IL",60,3.54,"high",2010-09-04,16.95,"Illinois",41.8474,-87.68732
"Indianapolis","IN",60,3.54,"medium",2010-09-04,16.95,"Indiana",39.779492,-86.132837
"Irvine","CA",415,28.3,"high",2010-09-04,14.66,"California",33.66985,-117.769442
"Kansas City","KS",50,14.15,"low",2010-09-04,3.53,"Kansas",39.096551,-94.68872
"Lawrence","KS",60,3.54,"high",2010-09-04,16.95,"Kansas",38.952526,-95.275623
"Newport Beach","CA",420,28.3,"high",2010-09-04,14.84,"California",33.6152095,-117.8895805
"Norton","MA",60,3.54,"high",2010-09-04,16.95,"Massachusetts",41.969185,-71.1854
"Portland","OR",130,14.15,"high",2010-09-04,9.19,"Oregon",45.546205,-122.59418
"Atlanta","GA",60,3.54,"high",2010-09-05,16.95,"Georgia",33.844371,-84.47405
"Detroit","MI",60,3.54,"medium",2010-09-05,16.95,"Michigan",42.239933,-83.150823
"Orlando","FL",70,3.54,"high",2010-09-05,19.77,"Florida",28.5538035,-81.260818
"Phoenix","AZ",56,3.54,"high",2010-09-05,15.82,"Arizona",33.3841145,-112.18717
"Scottsdale","AZ",400,28.3,"high",2010-09-05,14.13,"Arizona",33.510481,-111.901405
"Virginia Beach","VA",25,3.54,"medium",2010-09-05,7.06,"Virginia",36.837998,-76.048655
"Covington","KY",100,7.075,"high",2010-09-06,14.13,"Kentucky",39.067811,-84.520501
"Morgantown","WV",60,3.54,"high",2010-09-06,16.95,"West Virginia",39.635272,-79.95154
"Pensacola","FL",50,3.54,"high",2010-09-06,14.12,"Florida",30.61428,-87.275772
"San Diego","CA",60,3.54,"high",2010-09-06,16.95,"California",32.998855,-117.02431
"Fresh Meadows","NY",55,3.54,"high",2010-09-07,15.54,"New York",40.73256,-73.793555
"Wilmington","DE",35,3.54,"high",2010-09-07,9.89,"Delaware",39.564499,-75.597047
"Avon Lake","OH",400,28.3,"high",2010-09-08,14.13,"Ohio",41.501595,-82.0063
"New York","NY",115,7.075,"medium",2010-09-08,16.25,"New York",40.780751,-73.977182
"Santa Cruz","CA",150,28.3,"high",2010-09-08,5.3,"California",36.9903775,-122.018445
"Statesboro","GA",75,3.54,"high",2010-09-08,21.19,"Georgia",32.4350595,-81.780025
"Statesboro","GA",420,28.3,"high",2010-09-08,14.84,"Georgia",32.4350595,-81.780025
"Pasadena","CA",45,3.54,"medium",2010-09-09,12.71,"California",33.786594,-118.298662
"Fort Walton Beach","FL",30,7.075,"low",2010-09-10,4.24,"Florida",30.447248,-86.61992
"Avon Lake","OH",55,3.54,"high",2010-09-11,15.54,"Ohio",41.501595,-82.0063
"San Francisco","CA",80,7.075,"high",2010-09-12,11.31,"California",37.784827,-122.727802
"Garden Grove","CA",250,28.3,"high",2010-09-13,8.83,"California",33.774216,-117.9543
"Pasadena","CA",50,3.54,"medium",2010-09-13,14.12,"California",33.786594,-118.298662
"San Francisco","CA",50,3.54,"high",2010-09-13,14.12,"California",37.784827,-122.727802
"Sheffield","IA",60,3.54,"high",2010-09-13,16.95,"Iowa",42.88516,-93.22082
"Aberdeen","WA",280,28.3,"high",2010-09-14,9.89,"Washington",46.972965,-123.81923
"Acton","MA",60,3.54,"high",2010-09-14,16.95,"Massachusetts",42.477142,-71.4422
"Addison","TX",480,28.3,"high",2010-09-14,16.96,"Texas",32.96129,-96.83751
"Albany","NY",60,3.54,"high",2010-09-14,16.95,"New York",42.614852,-73.970812
"Albany","NY",70,7.075,"low",2010-09-14,9.89,"New York",42.614852,-73.970812
"Albany","NY",65,3.54,"high",2010-09-14,18.36,"New York",42.614852,-73.970812
"Albany","NY",60,3.54,"medium",2010-09-14,16.95,"New York",42.614852,-73.970812
"Albuquerque","NM",100,7.075,"high",2010-09-14,14.13,"New Mexico",35.044339,-106.672872
"Albuquerque","NM",300,28.3,"medium",2010-09-14,10.6,"New Mexico",35.044339,-106.672872
"Aliso Viejo","CA",50,3.54,"high",2010-09-14,14.12,"California",33.6109175,-117.747091
"Allston","MA",60,3.54,"high",2010-09-14,16.95,"Massachusetts",42.355147,-71.13164
"Allston","MA",60,3.54,"medium",2010-09-14,16.95,"Massachusetts",42.355147,-71.13164
"Alton","IL",100,7.075,"high",2010-09-14,14.13,"Illinois",38.906065,-90.15909
"Alvin","TX",50,28.3,"medium",2010-09-14,1.77,"Texas",29.3871795,-95.2604
"Ambler","PA",60,3.54,"high",2010-09-14,16.95,"Pennsylvania",40.169608,-75.21158
"American Fork","UT",50,3.54,"high",2010-09-14,14.12,"Utah",40.394235,-111.79449
"Ames","IA",90,7.075,"medium",2010-09-14,12.72,"Iowa",42.02933,-93.640818
"Amherst","MA",60,3.54,"medium",2010-09-14,16.95,"Massachusetts",42.377651,-72.513183
"Amherst","MA",60,3.54,"high",2010-09-14,16.95,"Massachusetts",42.377651,-72.513183
"Anderson","SC",100,28.3,"medium",2010-09-14,3.53,"South Carolina",34.4850635,-82.728235
"Anderson","SC",300,28.3,"high",2010-09-14,10.6,"South Carolina",34.4850635,-82.728235
"Ann Arbor","MI",300,28.3,"high",2010-09-14,10.6,"Michigan",42.2601535,-83.75909
"Ann Arbor","MI",55,3.54,"high",2010-09-14,15.54,"Michigan",42.2601535,-83.75909
"Ann Arbor","MI",60,3.54,"high",2010-09-14,16.95,"Michigan",42.2601535,-83.75909
"Annandale","NJ",100,5,"low",2010-09-14,20,"New Jersey",40.624538,-74.89118
"Annandale","VA",65,3.54,"high",2010-09-14,18.36,"Virginia",38.830345,-77.21387
"Annandale On Hudson","NY",60,3.54,"high",2010-09-14,16.95,"New York",42.035434,-73.909234
"Annapolis","MD",350,28.3,"high",2010-09-14,12.37,"Maryland",38.9813545,-76.51993
"Arcata","CA",30,3.54,"low",2010-09-14,8.47,"California",40.878317,-124.07519
"Arcata","CA",25,3.54,"high",2010-09-14,7.06,"California",40.878317,-124.07519
"Arlington","MA",100,7.075,"high",2010-09-14,14.13,"Massachusetts",42.417695,-71.167083
"Arvada","CO",35,3.54,"high",2010-09-14,9.89,"Colorado",39.81431,-105.12263
"Arvada","CO",45,3.54,"high",2010-09-14,12.71,"Colorado",39.81431,-105.12263
"Asheville","NC",100,7.075,"high",2010-09-14,14.13,"North Carolina",35.599363,-82.528558
"Asheville","NC",50,3.54,"high",2010-09-14,14.12,"North Carolina",35.599363,-82.528558
"Athens","GA",60,7.075,"medium",2010-09-14,8.48,"Georgia",33.9459915,-83.38908
"Athens","TX",50,28.3,"low",2010-09-14,1.77,"Texas",32.184027,-95.84625
"Atlanta","GA",400,28.3,"high",2010-09-14,14.13,"Georgia",33.844371,-84.47405
"Atlanta","GA",60,3.54,"medium",2010-09-14,16.95,"Georgia",33.844371,-84.47405
"Atlanta","GA",125,7.075,"high",2010-09-14,17.67,"Georgia",33.844371,-84.47405
"Atlanta","GA",235,7.075,"high",2010-09-14,33.22,"Georgia",33.844371,-84.47405
"Atlanta","GA",100,7.075,"medium",2010-09-14,14.13,"Georgia",33.844371,-84.47405
"Atlanta","GA",60,3.54,"high",2010-09-14,16.95,"Georgia",33.844371,-84.47405
"Atoka","TN",120,28.3,"high",2010-09-14,4.24,"Tennessee",35.422035,-89.80806
"Austin","TX",325,28.3,"high",2010-09-14,11.48,"Texas",30.326374,-97.771258
"Austin","TX",240,28.3,"high",2010-09-14,8.48,"Texas",30.326374,-97.771258
"Austin","TX",60,3.54,"medium",2010-09-14,16.95,"Texas",30.326374,-97.771258
"Austin","TX",60,3.54,"high",2010-09-14,16.95,"Texas",30.326374,-97.771258
"Austin","TX",60,7.075,"high",2010-09-14,8.48,"Texas",30.326374,-97.771258
"Austin","TX",300,28.3,"high",2010-09-14,10.6,"Texas",30.326374,-97.771258
"Austin","TX",50,28.3,"medium",2010-09-14,1.77,"Texas",30.326374,-97.771258
"Austin","TX",100,7.075,"high",2010-09-14,14.13,"Texas",30.326374,-97.771258
"Austin","TX",50,28.3,"low",2010-09-14,1.77,"Texas",30.326374,-97.771258
"Austin","TX",440,28.3,"high",2010-09-14,15.55,"Texas",30.326374,-97.771258
"Austin","TX",700,28.3,"high",2010-09-14,24.73,"Texas",30.326374,-97.771258
"Austin","TX",380,28.3,"high",2010-09-14,13.43,"Texas",30.326374,-97.771258
"Avon","NY",45,3.54,"low",2010-09-14,12.71,"New York",42.899233,-77.73372
"Bailey","CO",40,3.54,"high",2010-09-14,11.3,"Colorado",39.460306,-105.476
"Bakersfield","CA",55,3.54,"high",2010-09-14,15.54,"California",35.294405,-118.905173
"Ballston Spa","NY",25,3.54,"low",2010-09-14,7.06,"New York",43.006309,-73.8604
"Baltimore","MD",380,28.3,"high",2010-09-14,13.43,"Maryland",39.2847815,-76.620489
"Baltimore","MD",350,28.3,"high",2010-09-14,12.37,"Maryland",39.2847815,-76.620489
"Baltimore","MD",50,7.075,"low",2010-09-14,7.07,"Maryland",39.2847815,-76.620489
"Baltimore","MD",50,3.54,"high",2010-09-14,14.12,"Maryland",39.2847815,-76.620489
"Bangor","ME",180,14.15,"high",2010-09-14,12.72,"Maine",45.1688185,-68.718468
"Barrington","RI",500,28.3,"high",2010-09-14,17.67,"Rhode Island",41.746834,-71.32031
"Baton Rouge","LA",400,28.3,"medium",2010-09-14,14.13,"Louisiana",30.495314,-91.080373
"Belchertown","MA",60,3.54,"high",2010-09-14,16.95,"Massachusetts",42.278424,-72.411
"Bellevue","WA",50,3.54,"high",2010-09-14,14.12,"Washington",47.6100785,-122.1406165
"Bellevue","WA",325,28.3,"high",2010-09-14,11.48,"Washington",47.6100785,-122.1406165
"Bellingham","WA",140,14.15,"high",2010-09-14,9.89,"Washington",48.759079,-122.435478
"Bellingham","WA",320,28.3,"high",2010-09-14,11.31,"Washington",48.759079,-122.435478
"Bellmore","NY",300,28.3,"high",2010-09-14,10.6,"New York",40.673438,-73.53382
"Berkeley","CA",40,3.54,"low",2010-09-14,11.3,"California",37.866825,-122.2668
"Berkeley","CA",40,3.54,"high",2010-09-14,11.3,"California",37.866825,-122.2668
"Berkley","MA",140,28.3,"medium",2010-09-14,4.95,"Massachusetts",41.825252,-71.07799
"Bethany","OK",300,28.3,"high",2010-09-14,10.6,"Oklahoma",35.506456,-97.63934
"Beverly","MA",80,14.15,"low",2010-09-14,5.65,"Massachusetts",42.560995,-70.8757
"Biloxi","MS",300,28.3,"high",2010-09-14,10.6,"Mississippi",30.415795,-89.015319
"Binghamton","NY",65,3.54,"high",2010-09-14,18.36,"New York",42.110927,-75.88783
"Birmingham","AL",340,28.3,"medium",2010-09-14,12.01,"Alabama",33.544622,-86.929208
"Birmingham","AL",70,3.54,"high",2010-09-14,19.77,"Alabama",33.544622,-86.929208
"Birmingham","AL",120,7.075,"high",2010-09-14,16.96,"Alabama",33.544622,-86.929208
"Bismarck","ND",50,3.54,"low",2010-09-14,14.12,"North Dakota",46.861794,-100.75381
"Blacksburg","VA",65,3.54,"high",2010-09-14,18.36,"Virginia",37.176671,-80.395698
"Blacksburg","VA",50,3.54,"medium",2010-09-14,14.12,"Virginia",37.176671,-80.395698
"Blacksburg","VA",130,7.075,"medium",2010-09-14,18.37,"Virginia",37.176671,-80.395698
"Bloomington","IL",120,7.075,"medium",2010-09-14,16.96,"Illinois",40.477735,-88.95
"Bloomington","IN",70,3.54,"medium",2010-09-14,19.77,"Indiana",39.173234,-86.5090375
"Bloomington","IN",20,3.54,"medium",2010-09-14,5.65,"Indiana",39.173234,-86.5090375
"Bloomington","IN",120,7.075,"high",2010-09-14,16.96,"Indiana",39.173234,-86.5090375
"Blue Bell","PA",75,3.54,"high",2010-09-14,21.19,"Pennsylvania",40.184711,-75.31701
"Boca Raton","FL",50,3.54,"high",2010-09-14,14.12,"Florida",26.391346,-80.16699
"Boca Raton","FL",120,7.075,"high",2010-09-14,16.96,"Florida",26.391346,-80.16699
"Boca Raton","FL",140,14.15,"medium",2010-09-14,9.89,"Florida",26.391346,-80.16699
"Boise","ID",40,3.54,"high",2010-09-14,11.3,"Idaho",43.459855,-116.243984
"Boise","ID",325,28.3,"medium",2010-09-14,11.48,"Idaho",43.459855,-116.243984
"Boise","ID",250,28.3,"high",2010-09-14,8.83,"Idaho",43.459855,-116.243984
"Boise","ID",140,14.15,"high",2010-09-14,9.89,"Idaho",43.459855,-116.243984
"Boston","MA",60,3.54,"high",2010-09-14,16.95,"Massachusetts",42.338947,-71.026964
"Boston","MA",400,28.3,"high",2010-09-14,14.13,"Massachusetts",42.338947,-71.026964
"Boston","MA",65,3.54,"high",2010-09-14,18.36,"Massachusetts",42.338947,-71.026964
"Boston","MA",60,7.075,"high",2010-09-14,8.48,"Massachusetts",42.338947,-71.026964
"Boston","MA",70,28.3,"high",2010-09-14,2.47,"Massachusetts",42.338947,-71.026964
"Boston","MA",60,3.54,"medium",2010-09-14,16.95,"Massachusetts",42.338947,-71.026964
"Boston","MA",125,7.075,"high",2010-09-14,17.67,"Massachusetts",42.338947,-71.026964
"Bothell","WA",50,3.54,"high",2010-09-14,14.12,"Washington",47.751471,-122.20257
"Boulder","CO",60,3.54,"high",2010-09-14,16.95,"Colorado",40.087835,-105.373507
"Boulder","CO",50,3.54,"high",2010-09-14,14.12,"Colorado",40.087835,-105.373507
"Boulder","CO",280,28.3,"high",2010-09-14,9.89,"Colorado",40.087835,-105.373507
"Boulder","CO",100,7.075,"high",2010-09-14,14.13,"Colorado",40.087835,-105.373507
"Boulder","CO",40,3.54,"high",2010-09-14,11.3,"Colorado",40.087835,-105.373507
"Bowie","MD",40,7.075,"medium",2010-09-14,5.65,"Maryland",38.917506,-76.79404
"Bowling Green","KY",60,3.54,"high",2010-09-14,16.95,"Kentucky",36.961988,-86.44751
"Bowling Green","KY",20,3.54,"medium",2010-09-14,5.65,"Kentucky",36.961988,-86.44751
"Bozeman","MT",35,3.54,"high",2010-09-14,9.89,"Montana",45.636149,-110.9878
"Braintree","MA",340,28.3,"high",2010-09-14,12.01,"Massachusetts",42.1948015,-71.044455
"Bremerton","WA",40,3.54,"high",2010-09-14,11.3,"Washington",47.569167,-122.63493
"Brewster","NY",220,28.3,"medium",2010-09-14,7.77,"New York",41.41362,-73.59556
"Brewton","AL",120,28.3,"medium",2010-09-14,4.24,"Alabama",31.110396,-87.182885
"Briarcliff Manor","NY",400,28.3,"high",2010-09-14,14.13,"New York",41.146297,-73.83311
"Brick","NJ",45,28.3,"medium",2010-09-14,1.59,"New Jersey",40.0651365,-74.116405
"Broken Arrow","OK",60,28.3,"low",2010-09-14,2.12,"Oklahoma",36.0495765,-95.80618
"Broken Arrow","OK",80,28.3,"medium",2010-09-14,2.83,"Oklahoma",36.0495765,-95.80618
"Broken Arrow","OK",225,28.3,"high",2010-09-14,7.95,"Oklahoma",36.0495765,-95.80618
"Brooklyn","NY",60,3.54,"high",2010-09-14,16.95,"New York",40.645099,-73.945032
"Brooklyn","NY",60,3.54,"medium",2010-09-14,16.95,"New York",40.645099,-73.945032
"Brooklyn","NY",50,3.54,"high",2010-09-14,14.12,"New York",40.645099,-73.945032
"Brooklyn","NY",100,3.54,"medium",2010-09-14,28.25,"New York",40.645099,-73.945032
"Brooklyn","NY",50,7.075,"medium",2010-09-14,7.07,"New York",40.645099,-73.945032
"Brooklyn","NY",120,7.075,"high",2010-09-14,16.96,"New York",40.645099,-73.945032
"Brooklyn","NY",50,3.54,"medium",2010-09-14,14.12,"New York",40.645099,-73.945032
"Brooklyn","NY",65,3.54,"high",2010-09-14,18.36,"New York",40.645099,-73.945032
"Brooklyn","NY",100,3.54,"high",2010-09-14,28.25,"New York",40.645099,-73.945032
"Brooklyn","NY",450,28.3,"medium",2010-09-14,15.9,"New York",40.645099,-73.945032
"Brooklyn","NY",130,7.075,"high",2010-09-14,18.37,"New York",40.645099,-73.945032
"Brooklyn","NY",40,7.075,"low",2010-09-14,5.65,"New York",40.645099,-73.945032
"Brooklyn","NY",100,5,"high",2010-09-14,20,"New York",40.645099,-73.945032
"Brooklyn","NY",110,7.075,"high",2010-09-14,15.55,"New York",40.645099,-73.945032
"Brooklyn","NY",450,28.3,"high",2010-09-14,15.9,"New York",40.645099,-73.945032
"Brooklyn","NY",80,3.54,"high",2010-09-14,22.6,"New York",40.645099,-73.945032
"Brooklyn","NY",500,28.3,"high",2010-09-14,17.67,"New York",40.645099,-73.945032
"Brooklyn","NY",60,28.3,"medium",2010-09-14,2.12,"New York",40.645099,-73.945032
"Brooklyn","NY",150,14.15,"high",2010-09-14,10.6,"New York",40.645099,-73.945032
"Brooklyn","NY",120,7.075,"medium",2010-09-14,16.96,"New York",40.645099,-73.945032
"Brooklyn","NY",140,7.075,"high",2010-09-14,19.79,"New York",40.645099,-73.945032
"Brooklyn","NY",60,15,"medium",2010-09-14,4,"New York",40.645099,-73.945032
"Brooklyn","NY",116,5,"high",2010-09-14,23.2,"New York",40.645099,-73.945032
"Brooklyn","NY",75,28.3,"low",2010-09-14,2.65,"New York",40.645099,-73.945032
"Brooklyn","NY",150,7.075,"high",2010-09-14,21.2,"New York",40.645099,-73.945032
"Broomfield","CO",40,3.54,"high",2010-09-14,11.3,"Colorado",39.94702,-105.077035
"Bryn Mawr","PA",60,3.54,"high",2010-09-14,16.95,"Pennsylvania",40.02371,-75.32764
"Buffalo","NY",400,28.3,"high",2010-09-14,14.13,"New York",42.8807395,-78.86801
"Buffalo","NY",60,3.54,"medium",2010-09-14,16.95,"New York",42.8807395,-78.86801
"Buffalo","NY",50,3.54,"high",2010-09-14,14.12,"New York",42.8807395,-78.86801
